times, le, le_qc, le_unc, h, h_qc, h_unc, g, g_qc, sm1, sm1_qc, nee, nee_qc, gpp, gpp_se
2.010022500000000000e+07,1.300869999999999926e+01,1.000000000000000000e+00,1.360340000000000105e+00,3.621719999999999828e+00,9.583329999999999904e-01,1.748010000000000064e+00,-8.000000000000000000e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,5.806099999999999595e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.202629999999999970e-04
2.010022600000000000e+07,1.358960000000000079e+01,1.000000000000000000e+00,1.291029999999999900e+00,2.810020000000000184e+00,9.583329999999999904e-01,2.055060000000000109e+00,-1.550000000000000044e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,4.392050000000000121e-01,9.583329999999999904e-01,1.549020000000000119e-01,1.407019999999999972e-02
2.010022700000000000e+07,1.120950000000000024e+01,1.000000000000000000e+00,9.313780000000000392e-01,2.664979999999999905e+00,9.583329999999999904e-01,1.770610000000000017e+00,-1.341669999999999918e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,5.134410000000000363e-01,9.166670000000000096e-01,4.425000000000000044e-01,4.030899999999999761e-02
2.010022800000000000e+07,1.350670000000000037e+01,9.166670000000000096e-01,1.285120000000000040e+00,2.614730000000000221e+00,8.333329999999999904e-01,1.772149999999999892e+00,-3.624999999999999889e-01,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,3.343570000000000153e-01,7.083329999999999904e-01,4.213740000000000263e-01,4.824910000000000310e-02
2.010030100000000000e+07,1.400939999999999941e+01,1.000000000000000000e+00,1.375080000000000080e+00,-2.903360000000000163e+00,1.000000000000000000e+00,2.113220000000000098e+00,-3.875000000000000111e-01,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.699610000000000010e-01,8.750000000000000000e-01,1.404350000000000043e-01,5.395380000000000315e-02
2.010030200000000000e+07,1.770329999999999870e+01,9.583329999999999904e-01,1.638400000000000079e+00,1.429550000000000054e+01,1.000000000000000000e+00,2.684039999999999981e+00,-1.791669999999999929e-01,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,4.991639999999999966e-01,7.500000000000000000e-01,0.000000000000000000e+00,4.298199999999999937e-02
2.010030300000000000e+07,1.390910000000000046e+01,1.000000000000000000e+00,1.442209999999999992e+00,3.850179999999999936e+00,1.000000000000000000e+00,2.236409999999999787e+00,5.000000000000000000e-01,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,6.388359999999999594e-01,6.250000000000000000e-01,0.000000000000000000e+00,1.385289999999999959e-02
2.010030400000000000e+07,1.391729999999999912e+01,1.000000000000000000e+00,2.009529999999999816e+00,-9.725759999999999295e+00,1.000000000000000000e+00,2.452170000000000183e+00,2.891210000000000195e-17,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,7.038079999999999892e-01,9.583329999999999904e-01,0.000000000000000000e+00,1.161939999999999978e-03
2.010030500000000000e+07,3.493130000000000024e+01,9.583329999999999904e-01,2.277249999999999996e+00,-4.619959999999999667e+01,1.000000000000000000e+00,2.933120000000000172e+00,1.250000000000000069e-02,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.100270000000000081e+00,9.583329999999999904e-01,0.000000000000000000e+00,3.275169999999999883e-04
2.010030600000000000e+07,2.218370000000000175e+01,8.750000000000000000e-01,2.398740000000000094e+00,-2.543919999999999959e+01,1.000000000000000000e+00,2.250480000000000036e+00,3.749999999999999861e-02,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.085329999999999906e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010030700000000000e+07,1.475079999999999991e+01,1.000000000000000000e+00,2.309400000000000119e+00,-6.666130000000000666e-02,1.000000000000000000e+00,2.875599999999999934e+00,1.529169999999999918e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.035080000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010030800000000000e+07,1.446780000000000044e+01,1.000000000000000000e+00,2.507690000000000197e+00,-1.305080000000000062e+01,1.000000000000000000e+00,2.258770000000000167e+00,5.720830000000000304e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.301900000000000057e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010030900000000000e+07,2.120510000000000161e+01,1.000000000000000000e+00,1.974830000000000085e+00,-2.250910000000000188e+00,1.000000000000000000e+00,2.875869999999999926e+00,2.031250000000000000e+01,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.553199999999999914e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010031000000000000e+07,3.141159999999999997e+01,1.000000000000000000e+00,2.650790000000000202e+00,1.332300000000000040e+01,1.000000000000000000e+00,2.632039999999999935e+00,9.120829999999999771e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.374330000000000052e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010031100000000000e+07,2.038929999999999865e+01,1.000000000000000000e+00,1.696169999999999956e+00,-9.022309999999999164e+00,1.000000000000000000e+00,2.424640000000000128e+00,-6.349999999999999645e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,9.786120000000000374e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010031200000000000e+07,2.490919999999999845e+01,1.000000000000000000e+00,1.835040000000000004e+00,-6.593329999999999913e+00,1.000000000000000000e+00,2.537879999999999914e+00,4.279169999999999696e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.139340000000000019e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010031300000000000e+07,4.315039999999999765e+01,1.000000000000000000e+00,2.773930000000000007e+00,9.653679999999999595e+00,1.000000000000000000e+00,2.253330000000000055e+00,8.979169999999999874e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.379739999999999966e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010031400000000000e+07,2.659240000000000137e+01,1.000000000000000000e+00,2.014180000000000081e+00,5.110339999999999883e+00,1.000000000000000000e+00,1.916900000000000048e+00,6.479169999999999874e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.537989999999999968e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010031500000000000e+07,4.252369999999999806e+01,1.000000000000000000e+00,2.395399999999999974e+00,1.608559999999999945e+01,1.000000000000000000e+00,1.737309999999999910e+00,4.666669999999999874e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,1.611499999999999932e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
